Symbol	Uniprot_ID	Norm.Ratio.1	Norm.Ratio.2	Norm.Ratio.3
eIF4G	A8DZ29	-0.3193867		-0.07237655
eIF4G	O61380		-0.06381624	
eIF5	Q9VXK6	0.2710782	0.2053925	-0.2276076
eIF-5A	Q9GU68	-0.1415635	0.09342498	-0.4300812
eIF5B	Q9NJH7	-0.3925373	-0.1613144	-0.1933542
eIF6	P56538	-0.1052758	-0.1496807	-0.2777089
Eip55E	O97121	0.620113	-0.07926463	0.4237395
Eip63E	Q7KM03	0.08268283		NaN
Eip71CD	P08761-1	-0.2158649	-0.9171612	NaN
Eip78C	P45447-1		-0.3188476	
Elf	P91944	0.04076398	-0.6272485	-0.5583891
EloA	Q9VCP0-1	0.450321		
Elongin-B	O44226	-0.07519039	-0.05410765	-0.3282537
Elongin-C	Q7JWD6	0.5442454	0.1842168	0.07313477
Elp3	Q9VQZ6	0.03095819	-0.4260632	-0.4922206
emb	Q9TVM2	-0.1055439	-0.1192126	0.03604614
emp	Q24336	-1.195285	-2.725279	-2.676226
ena	B7YZL0	NaN	NaN	NaN
enc	A8JNJ9	-1.215244	-0.8612642	0.1418251
endoA	Q8T390	-0.4007565	0.2128806	
endoB	A8DYJ0	0.5731878		
endoB	Q8IGU0	NaN		0.9785618
endos	Q9VUB8	0.1714984	0.03815525	0.351063
Eno	P15007-1	0.6720138	0.3882446	0.5183337
Ent2	Q9VMB6	-0.7565963	0.734482	-1.080667
Epac	A1Z6P8	-1.708408		
Eps-15	Q8MMD2	0.1168172	0.2058929	0.0425042
epsilonCOP	Q9Y0Y5	-0.1146336	-0.052102	-0.3150198
epsin-like	Q9NH51	-0.1422174	0.1135672	0.1701815
Ercc1	Q7KMG7	0.781256	-0.3434395	0.3838287
eRF1	Q9VPH7	0.4886332	-0.4224431	-0.2703472
ergic53	Q9V3A8	-0.177599	-1.327964	-0.7167894
ERp60	Q3YMU0	0.006564787	-0.0568213	-0.0751856
Es2	O44424	NaN		
esc	Q24338	-0.9362893	-0.3575295	NaN
Est-6	P08171			NaN
ESTS:172F5T	Q9VLL5	1.406598	1.563158	1.081749
Ets97D	Q04688	0.3344617	-0.8073765	
exba	Q9VNE2	0.2714961	-0.1607337	-0.2976793
exo70	Q9VSJ8	0.553151	0.01321208	-0.4176559
exo84	Q7KRZ3	-0.8322825	0.8856524	0.1361914
exu	P28750	-4.04588	-1.540988	-3.707228
Faa	Q9VZI8	-0.9822178		
fab1	O96838			0.1415635
Faf	O77047	0.6353828	0.3323928	-0.005347897
faf	P55824-1	0.1530133	0.6472685	0.549127
Fak56D	B7YZL9		-1.446934	NaN
Fancd2	Q8MSQ1			-0.4683117
Fas1	A8JR25	0.762216	0.5863084	0.8766446
Fas3	A8DZ14	-0.2937236	0.494774	-1.259392
fat2	Q9VW71			NaN
Fatp	Q9VKU1	-1.366084	-1.922155	-1.313119
fax	Q24036	0.9769008		-0.9305453
fbl	Q8I0S6			NaN
fbl6	Q494G8		-0.7156518	
fbp	Q7KT33	1.072361	-0.3131903	0.2485348
Fbp1	Q04691-1	-0.02828617		-3.16217
Fbp2	P54398	NaN		NaN
Fdh	P46415	0.4203371	0.281906	0.5335633
Fdxh	P37193	1.170784	-0.7548695	NaN
Fech	Q9V9S8-1	0.05710648	-0.102992	0.09410089
Femcoat	Q9GTX9			3.710613
Fen1	Q7K7A9	0.527533	0.3161457	0.4933398
feo	Q8T9H6	-0.60046	0.2046416	2.837237
Fer2LCH	Q9U4U2	0.3173728	-0.07742158	0.09058251
fh	Q9W385	0.05494675	0.3745109	0.2071432
Fib	Q9W1V3	-0.587653	-1.347876	-1.461839
Fibp	Q7KUT4			-0.3467381
Fim	O61604	-0.4840866	-0.2229022	-0.3617129
fit	Q9VD66	0.8304341	-0.4815858	-0.2284186
Fit1	Q9VZI3	-0.01692422		-0.03812484
Fit2	Q9VVD2	NaN		
FK506-bp1	P54397	-0.7578766	-0.3726173	-0.5778747
FK506-bp2	P48375	-0.5150059	0.2531421	0.1729995
FKBP59	Q9VL78	0.2627632	0.3854863	0.3141744
fl(2)d	Q9Y091-1		-0.4239132	-0.0196383
flfl	Q9VFS5	0.1093744	-0.6538544	-0.4771608
fliI	Q24020	0.4098915	-0.9922878	-0.03134147
Flo	O61491-2	-0.4213715	-0.1670209	-0.17454
Flo-2	O61492-1	-0.1754288	0.3644604	NaN
flr	Q9VU68-1	0.6204234	0.143524	0.3823906
flw	P48462	1.352695		0.9629562
Fmr1	Q9NFU0-1	-0.1338266	0.04753833	NaN
Fmr1	Q9NFU0-2	-0.1071523	0.167358	0.1249898
foi	Q9VSL7			NaN
fon	Q8INW9	-0.899485	-0.4867317	-0.4136531
for	Q03043-1	0.3994258	1.134287	0.9548663
Fpps	Q7KAK2	2.803494	0.2357271	0.6832024
fray	Q7KSD3	-0.1156992	-0.6486205	0.01349801
fred	B7Z015		-0.174768	
fry	Q9VT28-1	0.3312999		0.4705108
fs(1)h	P13709-1	0.2546336	NaN	
fs(1)K10	P13468	-1.201634		
fs(1)M3	Q8MP07	0.4206267	0.1418251	0.4529117
fs(1)M3	Q9W451			NaN
fs(1)N	O46100	0.3129752	0.1536757	
fs(1)N	O46102			-0.4262958
fs(1)N	O46307	-2.124857	-1.172506	NaN
fs(1)N	O76904	0.4106584	0.486663	0.2681949
fs(1)Ya	P25028	1.066035	2.24123	2.061465
Fs(2)Ket	O18388	1.559919	0.6924273	1.32648
fu12	Q7KTI0	-1.323716	-0.8443025	
fu2	Q8SZP9	-0.2379307		
Fur1	P26016-1			1.072792
Fur1	P30430-1	0.5659082	1.009777	
Fur2	P30432-2	0.7006381	2.161565	1.585347
fus	A1ZA30		-0.2540485	NaN
fws	Q9VJD3	-1.146851	-0.01709587	-0.3976381
fzy	Q24044	NaN	4.298585	2.83651
g	P54362	-0.2013829	-0.3954162	-0.06390676
G9a	Q95RU8	-0.7533479		
Gadd34	Q9W1E4	NaN	NaN	
gag	P20828		0.0500489	NaN
gag	Q04134	-0.7542889	-0.6221766	
galectin	Q9VPI6	0.3639022	-0.4892001	
GalNAc-T1	Q6WV20	-0.1428708	-1.238647	-1.395701
GalNAc-T2	Q8MV48	-0.06791403	-0.4244747	-0.532032
Galpha49B	P23625-2	0.3228481	0.2878269	-0.07685843
gammaSnap	Q9U6R9	0.9710349	-0.09297091	0.3644604
gammaTub23C	P23257	1.572222	0.5197431	NaN
gammaTub37C	P42271	0.6443973	0.6280737	0.6851777
Gap69C	O18358	0.08598667	0.7603487	0.622743
Gapdh1	P07486	-0.06004741	0.2141248	0.4105582
Gapdh2	P07487	0.119432	0.6296597	0.5744406
garz	A1Z8W8	-0.07052668	-1.115035	-0.5486702
Gas41	Q9VM63		0.3435784	-0.08526707
gatA	Q9VE09	-0.06873958	NaN	0.1243282
GATAd	Q95TF1	0.1876908		
gbb	P27091			NaN
Gbeta13F	A4V4I0	0.512205	-0.4481739	
Gbeta13F	P26308			-0.2138386
Gbp	Q24055			0.453017
GckIII	Q8IGS1	-0.2660369	-0.08219399	-0.2308715
Gclc	A4V448	0.7429653	0.7762725	
Gclc	Q9W3K5			0.6540689
Gclm	Q9VCW6	0.6553988	0.5798559	0.2835663
Gcn2	O01712	0.8697281	-0.5257665	-0.05104039
Gdh	P54385-1	0.287325		0.4901594
Gdh	P54385-2		0.08447251	0.1904253
Gdi	Q24349	0.2992407	-0.08097267	0.1649149
gdl	P22468	-0.4473147		
Ge-1	Q8MZ42	0.8470768	0.8731045	1.187704
Gef26	Q95V18	0.1665188	-0.3859215	NaN
gek	Q9W1B0	-0.0939657	-1.112599	0.3330801
Gel	Q07171-3	-0.3475523	0.5007001	0.2218153
geminin	Q7JX41	1.459576	2.736562	2.66796
Gfat2	Q9VAW3	0.07357541	-0.1723273	-0.8130431
gft	Q9V475	-0.3558057	-0.1575602	-0.3286161
gfzf	Q6NP69	-1.80331		NaN
Gga	Q95RK8	0.6553305	1.30527	1.167422
Ggamma1	P38040	1.045044	-1.530989	
G-ialpha65A	P20353	-0.651224	-1.005377	-0.649367
gig	Q7K0T0	0.239992		NaN
GIIIspla2	Q8MR17	NaN		
Gint3	Q7K0S5	0.4835813	0.05686093	0.9144114
GIP	P04146-1		0.01649632	
Gip	P36951	0.05388305	0.3784007	0.5019231
gish	Q4AB31	0.6091343	-0.3585835	-0.2811058
gkt	Q9VQM4	0.8548574	0.3769571	0.970412
Gl	P13496	0.1111652	0.2851063	0.2785796
GlcAT-I	O97422	-0.08759864	-0.05449713	0.1821838
GlcAT-P	Q9VTG7-1	1.197071	1.205518	
GLE1	Q9V4W1		0.09071802	0.5989369
glo	Q8IG99	0.9394544	-0.5850852	-0.5917664
Glt	P33438	-2.483235	0.2440345	NaN
glu	Q961A5	-0.1877678	0.3499314	NaN
Glut1	A8JNH8	2.107928		
GlyP	A4UZZ4	0.7088209	0.2585793	
GlyP	Q9XTL9			0.514198
GM130	Q8IGK8	-0.7723924	-0.1634457	-0.1660656
Gmap	Q9VXU1	-1.099901	-0.7148464	-1.288346
Gmd	Q9VMW9	0.1206392	0.01934605	1.546956
Gmer	Q9W1X8	-0.8834644	-0.4937637	-0.1317874
GNBP3	Q9NHA8		0.1206174	
Gnf1	P35600	0.3778755	0.4421208	0.4635179
Gnpda1	Q9VMP9	0.7725793	-1.832642	
gnu	Q9VUI0	4.320688	2.103665	1.766977
G-oalpha47A	P16378-1	1.611359	-0.7219915	NaN
Golgin84	Q8SZ63	-0.5939752	-0.1735959	NaN
Gos28	Q9VE50	0.2989034		0.5512945
Got1	A1ZAA5	0.1145506	0.02460336	0.007626157
Got2	Q8IPY3	0.6155743	0.420725	0.4443491
gp210	A1Z6H7	-0.04544289	0.3249257	0.1483484
Gp93	Q9VAY2	-0.0615688	0.1806571	-0.05127952
Gpdh	P13706-1	0.06396707	-0.1456372	0.4068631
Gpo-1	Q7K569	-0.114367	0.6567252	-0.1007006
Gprk1	P32865	0.02963225	-0.2209336	-0.0436905
granny-smith	Q8IH82	-0.04334458	0.4338141	0.417488
Grasp65	Q9VW57	NaN		NaN
grass	Q86PB3			NaN
Grip128	Q95SR3	-0.8937505		NaN
Grip163	Q8MT65	0.5237738		1.091057
Grip71	Q86LC4	0.2372345	0.3552418	0.2261386
Grip75	Q9VKU7	-0.02729555	-0.5694792	0.5275708
Grip84	Q9XYP7-1	1.389716	0.7876832	0.7123756
gro	P16371-1	0.4157686	0.2509616	0.5069066
growl	Q8IGE9	-0.6146628	-0.5619414	-0.5556509
gry	Q8IG85	0.2493077	-0.5220948	-0.09552744
GS	Q86B44	0.4039808	-0.1222715	-0.1006387
Gs1	P20477	-0.5045695	0.1518587	0.1245928
Gs1l	Q94529	0.3116853	0.1385524	0.02019986
G-salpha60A	P20354-1		1.555522	-0.9394268
GstD1	P20432	1.187083	0.7395025	0.6960829
GstD3	Q9VG97	0.07397018	0.6405284	0.248292
GstD4	Q9VG96	NaN		0.4948763
GstD9	Q9VGA0	-0.4212637	0.9550896	0.5116704
GstE1	Q7KK90	0.09326333	0.9306995	0.5689077
GstE3	A1ZB68		0.597412	-0.3459678
GstE6	A1ZB71	0.260895	0.7522348	0.4395699
GstE7	A1ZB72	1.116567		0.5734715
GstE8	A1ZB73		-0.0565512	
GstE9	Q7K8X7			NaN
GstS1	A4UZL5	0.4746928	0.6089038	
GstS1	P41043			0.5596386
Gtp-bp	Q9U5L1	-0.2770325	-0.2553739	-0.1414938
gwl	Q95TN8	-0.1150332	-0.1545059	0.4424392
Gyk	Q8IGQ5	1.6539	-0.9615358	-0.4796532
Haspin	P83103	0.1357128	1.392812	
hay	B7Z0G1	0.5124725	-0.6731176	
hay	Q02870			-0.1386004
HBS1	Q95SK5		-0.06491752	
Hcf	Q9V4C8-1	-0.4480552	-0.1491046	0.08243007
Hcs	Q9VNC3	0.6027885		-0.6183179
hd	Q9VNA8	0.2662986	-0.1022484	0.4467856
Hdac3	Q7KTS4			NaN
HDAC6	Q86NK9	0.1064048	0.8008274	0.3466449
Hdm	B7Z0G7	2.003293		
Hel25E	Q27268	0.4335648	-0.7142545	-0.4332141
Hel89B	Q71V44	0.3975241		-0.1926945
Hem	P55162	0.001818917	-0.8734764	-0.4162114
hep	Q23977-1	-0.5514914	-0.225565	NaN
heph	A8JRI1	0.006231471	0.03449741	-0.2462586
HERC2	Q9VR91-1	-2.457988		0.6272333
Hex-A	Q1NZ60	0.07462331		-0.4065028
Hexo1	Q0E8H9	NaN		0.1628546
Hexo2	Q9W3C4	-1.020698	0.7911056	-0.2173734
Hira	O17468-1	1.859928	0.5343605	NaN
His1	P02255	-1.441802	-1.579232	-1.810865
His2A	P84051	3.361179	-3.649856	-1.28546
His2Av	P08985	-1.19667	-0.6443297	-0.782273
His2B	P02283	-0.1420866	-0.9100138	-0.7423135
His3	P02299	0.5788225	-1.49354	-1.279529
His4	P84040	-0.7646009	-1.568751	-1.099216
hk	Q24185	-0.8055401	-0.4147489	NaN
hkl	Q8MRH4	-1.406754	-0.8178671	-0.5318233
Hlc	Q8MYS0	-2.620305	-2.508486	NaN
HmgD	Q05783	0.3142841	0.09098883	-0.1334639
Hmgs	Q7K4Q9	-0.1891604	0.3682655	-0.9860162
HmgZ	Q06943	-0.8734195	-0.4003204	-1.578542
Hmu	Q24160	-0.7515494	-0.8802853	-0.7094341
Ho	Q9VGJ9	1.380709	0.2442782	0.6192722
hoe1	Q8I930	-0.2697513		-0.1811658
hoip	Q9U3Z7	-0.9838236	-1.011006	-0.938597
homer	O96607		2.559492	1.094642
homer	Q0E8S7	0.3985317		
Hop	O61650	-0.08229379	0.1896664	0.162081
how	O01367-1	-0.9578403	-0.6650656	-0.7542123
HP1b	Q95SE0	-1.581833	-0.8921514	-0.9844453
HP1c	Q9VCU6			NaN
hpo	Q8T0S6	-0.1418251	0.2005043	0.2030132
Hpr1	Q9VNI8	0.06381624	0.254473	0.2492632
Hrb27C	A4V0B8	-0.4346683	-0.5119581	
Hrb27C	P48809-1			-0.2293316
Hrb87F	P48810-1	0.336792	-1.30868	-0.0943718
Hrb98DE	A4V3J5	-0.5744406	-0.601978	
Hrb98DE	P07909-1			-0.7303444
hrg	Q8MZ09	NaN		-0.8639399
Hrs	Q960X8-1	0.5471094	0.4496406	0.4377604
Hsc70-1	P29843	-0.4561753		-0.1128491
Hsc70-2	P11146		NaN	
Hsc70-3	P29844	0.09977274	-0.1606047	-0.146611
Hsc70-4	P11147	-0.09261344	-0.08399729	-0.00082257
Hsc70-5	P29845	-0.4459386	-0.2032694	-0.2882408
Hsp23	P02516	-0.8245642	0.6282603	0.3978029
Hsp26	P02517	1.058203	0.06460693	0.3689359
Hsp27	P02518	0.7923321	0.3867006	0.6391395
Hsp60	O02649	-0.07162537	-0.2975375	-0.2704515
Hsp70Ab	P02825	-0.6339427	-0.7847314	-0.4454799
Hsp70Ba	Q8INI8			NaN
Hsp83	P02828	0.0658685	0.02545406	0.1534163
HtrA2	Q9VFJ3		-0.4212061	
hts	Q02645-1	0.1288976	-0.7184976	-0.3785318
htt	Q8T069			NaN
Hus1-like	Q8SZB6	NaN		
hyd	P51592	-0.484499	0.2052674	0.1108978
hyx	Q9VHI1	-0.2228046	0.4239545	0.2520522
I-2	A8JNP7	1.232599	-0.9133793	NaN
ial	Q9VKN7	0.6857095		0.8014898
Iap2	Q24307			-0.000418409
Ice	O01382	0.3688492	0.2169825	0.7469147
icln	A1ZAW5	0.5184531	0.02885203	0.04725923
ics	Q7JVW9			NaN
ida	Q7KV60	0.5493456	0.02616273	0.1718473
Ide	P22817	0.7250407	0.1409095	0.2336426
Idgf2	Q9V3D4	-0.01406952	-0.6769181	
Idgf3	Q8MLZ7			-0.2624171
Idgf4	Q9W303	1.031799	0.7062874	0.3490255
Idh	B7Z0E0	1.23121	0.962364	0.9521844
if	P12080-1	0.2134539		-0.5778101
ik2	Q86PE7	-0.3940751	-1.012112	-1.093079
Ilk	Q9NHC7	0.5465403	-0.33712	-0.3813103
IM10	Q8ML70-2	-0.6247092	-0.009800279	
imd	Q7K4Z4			NaN
Imp	Q0KHU2	0.1129739	0.2617113	0.2732175
Incenp	Q7JRJ9	-0.1420866	-0.1442016	1.002162
Indy	Q9VVT2-1	-0.1159654	0.03167748	0.1416943
Inos	O97477	-0.5855395	-0.6903814	-0.3850735
insc	Q24367	0.3457662		
Invadolysin	Q9VH19	-0.1562672		
inx2	Q9V427	-0.2649567	-0.662483	-0.776701
inx3	Q9VAS7			NaN
Ip259	O76994	-2.567448	-3.318614	-2.754675
Ipk2	Q8MRX9	1.319334	0.2299569	
Ir	A8JR87	0.64801	0.2873541	
Irbp	Q23976	1.111633	0.3642362	0.5655972
Irp-1A	O76934	0.2615521	-0.4074784	-0.2750704
Irp-1B	O76935	0.2776564	0.1978653	0.3789555
Iswi	Q24368	0.04547609	0.7669767	0.6890308
Itp-r83A	P29993-1	0.0611045	-0.0882701	-0.8828636
ix	Q7KBL8	NaN	0.23008	
Jafrac1	Q9V3P0	0.1792696	0.6148511	0.6123053
Jafrac2	Q9V3Q4	0.08609382	0.07751644	0.3216972
jagn	Q7K1V5	-0.2367069	-0.6138512	-0.4131345
janA	P20348-1	0.8190628	-0.01302846	0.0247452
jar	Q01989-2	-0.4053389	-0.8280759	-0.3538927
jbug	Q8MME5	-0.8338211	-0.5606854	-0.5818208
Jhd1	Q9VHH9			NaN
Jhebp29	Q9W0X3			NaN
Jheh1	Q7JRC3	0.4986679	0.5346593	0.3343394
Jheh2	A1ZBF3	0.08107954	-0.1185703	0.3984598
Jheh3	Q7K1W4	0.06306253	0.3843814	0.1664584
JhI-1	Q8MKW7	1.033865	-1.072422	-0.3132978
JhI-21	Q9VKC2	0.2036847	1.125717	0.02247432
Jupiter	Q9I7K0-1	-1.477263	-0.9573277	-1.236571
Kap-alpha1	O76521	0.04437475		-1.0138
Kap-alpha3	O76522	-3.304321	-3.858117	-3.5625
Karybeta3	Q960E2	-0.07231157	-0.6326513	-0.2002993
kat80	Q0KHS0	-0.6093767	-0.1116639	0.2257685
KdelR	O76767			-0.1206864
kdn	Q9W401-2	0.05914921	-0.7504697	-0.56467
kek4	Q8T0J0			-0.2136546
kek5	Q86PM1			NaN
Keren	Q9VVJ5			-0.3294496
kermit	Q7JX82	0.9392886		-0.3189016
key	Q9GYV5	0.9078197	0.08256635	
KH1	Q9VPT3	0.09048033	-0.2077943	0.3108054
Khc	P17210	0.5545275	0.2728593	0.6285403
Khc-73	A1ZA18	-0.5264695	-0.5010548	NaN
kin17	O76926	0.7706829	-1.748214	
kis	B7Z002	0.8026882	1.188274	0.6382129
klar	Q7YU15		NaN	
Klc	P46824	-0.1781091	0.5929233	0.5335633
Klp10A	A4V4A1	0.8487386	1.07382	
Klp10A	Q960Z0			0.8636214
Klp31E	Q9NGN7			NaN
Klp3A	Q9XZ29	1.874084	2.415705	1.934328
Klp61F	P46863	0.9271121	1.811635	1.35727
Klp67A	P91945	1.701107	NaN	
Kmn1	Q9VYX4		NaN	
koi	A1Z6Q1	-2.367064	NaN	NaN
koko	B7Z0M0	0.1999347	0.671384	0.5490283
Kr-h2	Q9V447	-0.5021269	-0.186738	-0.6631911
krz	Q9V393	0.07407655	-0.4035419	-0.3839059
kst	A8JNJ6	0.5507609	0.2631546	0.2510827
kto	Q9VW47	1.080667	0.4001007	0.2504765
Ku80	Q8MSM8			0.8248085
kuz	A8DZ03			NaN
kz	O46072	-2.263155	-2.283	NaN
L	Q7JXA2	NaN		
l(1)10Bb	O97454	0.09227862	-0.7213016	
l(1)1Bi	O77426	-2.694145	-2.587186	-2.670612
l(1)dd4	Q9XYP8	0.9474172	0.3365119	0.8308232
l(1)G0004	Q9VR89	-0.9735011	-1.968266	-1.774133
l(1)G0007	Q9VY50	NaN	0.4806788	0.7212414
l(1)G0020	Q9W3C1	-0.8895514	-1.106281	-1.056041
l(1)G0045	Q7KVW2	-0.5359534		-0.470169
l(1)G0060	Q960F1	-0.5238631	0.2797684	0.2775088
l(1)G0136	Q8T3X9	-0.5458696		NaN
l(1)G0155	Q9W3M8	-0.1552311	-0.2824913	-0.1573831
l(1)G0156	Q9VWH4-1	-0.06818932	-0.5254133	-0.06562694
l(1)G0193	Q7KVT8		-0.2000507	NaN
l(1)G0196	Q9VR59-1	0.803695	-0.4367247	0.2102642
l(1)G0222	Q0KHR1	1.128409	0.008200003	0.0729976
l(1)G0230	Q9W2X6	0.324166	-0.09791871	0.3411888
l(1)G0232	Q59E68	-1.047887	-1.484954	-2.129608
l(1)G0255	Q8IRQ5	-0.1228714	0.4391444	0.1914362
l(1)G0269	Q9VRG7		-0.8897705	-1.600468
l(1)G0289	Q9W2V9	-0.04990952	0.122474	0.3375398
l(1)G0320	Q9W335	-0.04124304	-1.545066	-0.4490205
l(1)G0334	Q7KVX1	0.4001681	0.3668118	0.3737317
l(1)G0431	Q9W590	-0.9319856	-1.193239	-0.9204887
l(2)01810	Q95R95	1.546245		
l(2)03709	A8DYI6	-0.02899346	0.229711	0.1058121
L(2)04524	Q9V9A7	-0.8046319	0.2315553	0.05325044
l(2)05070	A0AQH0	0.6704975	-0.01382941	0.3746222
l(2)06225	Q9VKM3	-0.8253786	-0.6334791	0.1953476
l(2)06496	Q9W1V8	0.3114167	-0.0279838	0.3861488
l(2)09851	Q8SYL1	0.4236037	-0.2875363	-0.5465403
l(2)35Bd	Q9VJQ4	-1.977536		
l(2)35Bg	Q9V3Y2	-0.3619929	0.04110281	0.1962293
l(2)35Cc	Q9VJP9	0.5527487		NaN
l(2)35Df	Q9Y134	-0.707348	-0.738409	-0.7236343
l(2)35Di	Q8IP37	-1.004753	-0.4275954	0.1582078
l(2)37Bb	Q9VJ10	-0.03351105	0.9477035	NaN
l(2)37Cb	Q9VIZ3	-0.01564032		-0.3460228
l(2)37Cc	P24156	-0.1373724	-0.2514529	0.1609202
l(2)37Ce	Q9VIZ1	NaN		
l(2)37Cg	Q9VIZ0	-0.1354035	NaN	-0.02192151
l(2)44DEa	A1Z7H2	-0.1865006	-0.4362952	-0.07535283
l(2)efl	P82147-1			NaN
l(2)gd1	Q9VKJ9	-0.3800644	-0.007884207	
l(2)gl	P08111-1	-0.3762904	-0.1945094	-0.09289396
l(2)k01209	A1ZAS3	-0.7209789		
l(2)k07824	Q9V7P1	-1.979623	-2.633793	-2.592484
l(2)k09022	Q9VM75	-1.928238	-1.715818	-1.85397
l(2)k09913	Q7K274	-0.08351974	0.9117299	0.3948434
l(2)k14505	Q8T3M6	-0.1330374	0.2326607	0.5571895
l(2)k14710	Q7KN74	-0.7069947	-0.6434731	-0.6589935
l(2)NC136	Q7K126	-0.3939653	0.3169567	0.3055621
l(2)not	Q27333	-0.6103221		0.1853591
l(2)s5379	Q8SZI1	0.2277765	0.2862897	
l(2)tid	Q27237-1	0.01431013	-0.07001214	-0.08831608
l(3)01239	Q9VTE5	0.8043752	0.2309407	-0.1449193
l(3)02640	Q8IH53	-0.4143521	0.3109217	-0.4050884
l(3)03670	Q24269	-0.1793837	0.1032627	0.1048734
l(3)04053	Q9VNR6	-0.675545	0.3830546	NaN
l(3)05822	Q9VE96	-0.3661404		-0.1250221
l(3)07882	Q9VEJ2	-2.481428	NaN	
l(3)70Da	Q9VUC7	-0.7603487	0.02318429	-0.09414084
l(3)82Fd	Q0KIB9	1.0654	1.566961	1.500904
l(3)87Df	Q7JPT7			NaN
l(3)j2D3	Q9VTT2		-1.6394	
l(3)mbt	O76931	0.489828	-0.7312063	0.4371211
l(3)neo18	Q9VTU2	1.771865	-0.007043085	-0.1292762
l(3)s1921	Q9V9U4	-0.1212807	0.2644764	-0.4443213
La	P40796	-0.4852206	0.04684024	-0.3954162
Lac	Q24372-1	0.138394	0.4868688	0.3491388
lace	Q9U912	-0.5095438	NaN	
laf	Q8T8Z9			-1.179711
Lag1	Q9W423	-0.389016	0.1141004	-0.1638012
Lam	P08928	0.8687002	1.264596	1.105611
LamC	Q03427	0.5202107	0.4867658	0.3155663
LanA	Q00174	-2.773638	-3.98384	-1.982734
LanB1	P11046	-2.690819	-3.514458	-2.615287
LanB2	P15215	-3.154405	NaN	-2.788963
lap	Q9VI75	-0.6690268	0.1021878	-0.4604293
Lar	P16621	0.7416137	-0.186426	
lark	Q94901	-0.1032627	-0.9559276	-0.7204694
larp	Q9VAW5-1	-0.8147554	-0.1047439	-0.406981
Las	Q9VPF7	0.8267701		
Lasp	Q8I7C3-1	-0.2713062	0.3892364	0.09504669
LBR	Q8MLV1-1	-1.181357	-0.4933778	-0.837558
ldbr	Q9VSD7	0.2348727	0.1527676	
ldlCp	Q9VF78	-0.2026371	0.02062666	-0.2607048
lds	P34739	0.8340302	1.442227	1.269931
Lerp	B7Z0Q8	NaN		
levy	Q9W1N3	1.620379	-1.091571	-0.005825792
lgs	Q961D9	-0.1344838		
lic	O62602	0.3692217	0.7633266	0.6786128
lid	Q9VMJ7	-1.312259	-0.7296745	-0.8438106
lig	Q86S05-2	-0.4856329	0.1797658	0.1269729
Lig4	Q8MS06	-0.853357		NaN
ligatin	Q9GU72	0.425385	-0.172685	-0.2321079
lin	Q9V4Z9		0.4570163	
lin19	Q24311	0.2400432	0.1280294	-0.1206392
lin-52	Q9W482	-1.792647	-1.969509	
Liprin-alpha	Q9VM93	-0.3917678	-0.3109513	
Lis-1	Q7KNS3	-0.2435472	0.02318429	0.1496496
lmg	Q7KA43	0.1919198		
lmg	Q9VLJ5	-0.593019		
Lmpt	Q7KUQ5	NaN		
loj	Q95RG6	-0.3363976	-0.6819552	-0.7820745
lola	P42283-1	0.665386	0.8218734	3.607034
lolal	B7YZR8	-0.9742356	-0.04993479	
lolal	Q7KRI2			-0.4118671
loopin-1	Q7K2S9	NaN		
loqs	Q27IS6		NaN	
LpR2	A8JRC7	-0.8802546	-0.631511	-0.5118963
lqf	Q7KU90	0.7491839	0.3089433	0.4213715
Lrr47	Q24386	0.4058719	0.08202134	0.718526
Lsd-2	Q0KHS6	-0.1473066		
Lsd-2	Q9VXY7		-0.7897358	-0.4674138
Lsm10	A1Z8C4	NaN		
LSm-4	Q76NP9	1.511773		
Lsp1alpha	P11995			NaN
Lsp1beta	P11996		0.2794119	-1.660863
Lsp1gamma	P11997		0.7497488	NaN
Lsp2	Q24388	0.1236068	-0.03794712	-0.1332423
lt	O76248	1.079722	-0.6015839	
ltd	A1Z7S1	0.8425424	1.80004	1.371392
lva	Q8MSS1	-0.1112984	-0.07503359	0.04222413
lwr	Q7KNM2	0.637401	0.03618686	0.6959047
M(2)21AB	A4UZW2	-1.24373		
M(2)21AB	P40320-1		-2.120922	-2.112662
Mad	P42003	-0.5152079		
mad2	Q9VRQ2	1.374786	0.1758121	0.4988636
Madm	Q9Y0Y6	0.3289784		0.04376442
mael	Q9VNS0-1			-0.5008301
mael	Q9VNS0-2	-0.5227588	-0.2260036	
MAGE	Q9I7L4	0.01256266	0.1112984	0.5081244
mago	P49028	1.709057	-0.3013548	-0.1448395
mal	Q9VRA2	0.4922409	0.0633648	-0.1414619
MAN1	Q7JRE4	0.622332	0.1926992	
Map205	P23226-1	-0.00302647	0.9035782	0.8248085
Map60	Q24147	0.2471315	1.191184	1.054987
MAPk-Ak2	P49071	-0.8617966	0.1547128	
Marcal1	Q9VMX6	0.5702716	1.410341	1.059909
Marf	Q7YU24	0.09220171	-0.1669075	0.1024567
mars	Q7K3L1	-0.07093885	0.1727435	
mask	Q9VCA8	-0.3886856	-0.4490993	-0.1753055
Mat1	Q7KPG8	0.3471969	0.4868688	NaN
Mat89Bb	Q7JP08	0.01457243	-0.3243647	0.2190911
mats	Q95RA8	1.127494	0.8700293	0.8139351
Max	P91664	1.827256	1.384216	
MBD-R2	Q7KSN0	-0.004752986	-0.7095991	-0.3787757
mbm	Q9VPM5		-1.93904	
