Accession	log2FC	t.ord	t.mod	p.ord	p.mod	q.ord	q.mod	sig	comparison	Description	Biological Process	Cellular Component	Molecular Function	Pfam IDs	Entrez Gene ID	Ensembl Gene ID	Gene Symbol	Chromosome	KEGG Pathways
Q8SZN1	0.177244153199617	1.02431837081163	1.48193227574816	0.345196414961794	0.145711377478956	0.295397385791662	0.192417904609688	NO	Egg_WT - Oocyte_WT	CG31313, isoform A OS=Drosophila melanogaster GN=CG31313 PE=1 SV=1	regulation of biological process		enzyme regulator activity	Pf00031	318677	FBgn0051313	CG31313	3R	
Q8SZR6	0.195947751750813	2.45533458482161	1.86930773125181	0.0494314578082728	0.0684578537759311	0.122381832445109	0.124320296835769	NO	Egg_WT - Oocyte_WT	CG31223 OS=Drosophila melanogaster GN=syndapin PE=1 SV=1					326127	FBgn0051223	CG31223	3R	
Q8SZU0	-0.044980633967457	-0.516440568101415	-0.425801911749198	0.624021395081574	0.672393834461865	0.410340826481663	0.451816770385099	NO	Egg_WT - Oocyte_WT	CG9331, isoform H OS=Drosophila melanogaster GN=CG9331 PE=1 SV=1	metabolic process	cytosol;extracellular	catalytic activity;nucleotide binding	Pf00389, Pf02826, Pf03807	35347	FBgn0032889	CG9331	2L	
Q8SZW5	0.162450651554481	1.92109324132769	1.54205077036305	0.103109716151966	0.130450785281241	0.16542558488772	0.180847932774629	NO	Egg_WT - Oocyte_WT	Alpha-Esterase-3, isoform A OS=Drosophila melanogaster GN=alpha-Est3 PE=2 SV=1	metabolic process		catalytic activity	Pf00135, Pf07859	40907	FBgn0015571	alpha-Est3	3R	
Q8SZY7	0.205917629980283	1.80611881254288	1.88598918243016	0.120923317822393	0.0661199374894022	0.177827366090248	0.122009805117461	NO	Egg_WT - Oocyte_WT	CG5026, isoform B OS=Drosophila melanogaster GN=CG5026 PE=1 SV=1	metabolic process	cytoplasm	catalytic activity	Pf06602	39026	FBgn0035945	CG5026	3L	
Q8SZY9	-0.221441856085375	-1.66888832603834	-1.97517328040503	0.146181191370128	0.0547451272952934	0.194429280218572	0.109680302894723	NO	Egg_WT - Oocyte_WT	CG32075, isoform A OS=Drosophila melanogaster GN=CG6316 PE=1 SV=1	cell organization and biogenesis;metabolic process			Pf04031	326192	FBgn0052075	CG32075	3L	
Q8T014	0.0532818018193613	0.482368070963306	0.490318284546469	0.646637022464911	0.626422341224865	0.418203683135689	0.434717496886284	NO	Egg_WT - Oocyte_WT	CG11537, isoform C OS=Drosophila melanogaster GN=CG11537 PE=2 SV=1	transport	membrane	transporter activity	Pf03825, Pf07690	38373	FBgn0035400	CG11537	3L	
Q8T043	0.278299518784178	2.19406480766661	2.50367571033262	0.0706777845184631	0.0162007333304164	0.143079177020877	0.0501113164415829	NO	Egg_WT - Oocyte_WT	CG3409, isoform A OS=Drosophila melanogaster GN=CG3409-RA PE=2 SV=1	transport	membrane	transporter activity	Pf07690	35578	FBgn0033095	CG3409	2R	
Q8T045	0.13923382714958	1.70518880220913	1.32573612933277	0.139039981336663	0.191986013504968	0.191044305951965	0.224734939023968	NO	Egg_WT - Oocyte_WT	O-glucosyltransferase rumi OS=Drosophila melanogaster GN=rumi PE=1 SV=1	cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus	endoplasmic reticulum;organelle lumen	catalytic activity	Pf05686, Pf13524	326122	FBgn0086253	rumi	3R	Other types of O-glycan biosynthesis
Q8T088	-0.0660938861125429	-0.740931762342717	-0.624207383464478	0.486708851822544	0.535817005262585	0.356682195406374	0.396980608047594	NO	Egg_WT - Oocyte_WT	WD repeat-containing protein 55 homolog OS=Drosophila melanogaster GN=CG14722 PE=2 SV=1	defense response;metabolic process;response to stimulus		protein binding	Pf00400	41419	FBgn0037943	CG14722	3R	
Q8T0D3	0.12822025201659	2.24014302274749	1.24816551572609	0.0663340203767103	0.218780950233974	0.139424547135719	0.241655853654005	NO	Egg_WT - Oocyte_WT	Dek, isoform B OS=Drosophila melanogaster GN=Dek PE=1 SV=1	cell organization and biogenesis;regulation of biological process		DNA binding;protein binding	Pf08766	47906	FBgn0026533	Dek	2R	
Q8T0G4	0.152571933683661	2.68087342538098	1.48558689989687	0.0364936528727644	0.144744928825803	0.110523721886843	0.191854689176988	NO	Egg_WT - Oocyte_WT	Conundrum, isoform A OS=Drosophila melanogaster GN=conu PE=1 SV=1	regulation of biological process;response to stimulus	cytoplasm;membrane	enzyme regulator activity;protein binding	Pf00620	3355133	FBgn0039994	CG17082; conu	2R	
Q8T0I4	0.177177658748143	1.72124700867547	1.64627510684731	0.135989919815988	0.107059144134015	0.18859161906558	0.162175324457272	NO	Egg_WT - Oocyte_WT	Phospholipid-transporting ATPase OS=Drosophila melanogaster GN=CG17034 PE=1 SV=1	cell organization and biogenesis;transport	membrane	catalytic activity;metal ion binding;nucleotide binding;transporter activity	Pf00122, Pf13246	36488	FBgn0259221	CG42321	2R	
Q8T0L3	0.0601973850538098	0.870466445389735	0.580196235387753	0.417506569433573	0.564835911134244	0.327755515023429	0.409546841912314	NO	Egg_WT - Oocyte_WT	GH24511p OS=Drosophila melanogaster GN=Uba1 PE=1 SV=1	cell death;cell proliferation;metabolic process;regulation of biological process;response to stimulus	cytoplasm;membrane	catalytic activity;nucleotide binding	Pf00899, Pf02134, Pf09358, Pf10585	35998	FBgn0023143	Uba1	2R	
Q8T0N5	0.20825381898206	2.10250798076485	1.94431518110017	0.0801991185833875	0.0584737688061215	0.148788458378666	0.11383663542633	NO	Egg_WT - Oocyte_WT	CG8768 OS=Drosophila melanogaster GN=CG8768 PE=1 SV=1	metabolic process		catalytic activity	Pf00070, Pf01370, Pf03446, Pf08338, Pf13460	36400	FBgn0033769	CG8768	2R	
Q8T0Q4	0.0607608294973616	0.762460103712494	0.579715561664538	0.474682575110614	0.565157120042023	0.351497304464757	0.409643102782604	NO	Egg_WT - Oocyte_WT	GH13992p OS=Drosophila melanogaster GN=shrb PE=1 SV=1	cell division;cell organization and biogenesis;metabolic process;regulation of biological process;transport	endosome	protein binding	Pf03357	35933	FBgn0086656	shrb	2R	Endocytosis
Q8T0S6	0.293383567320028	3.4266847998106	2.78175514490636	0.014028128429221	0.00801941779328656	0.0758515744326469	0.0311291829724647	NO	Egg_WT - Oocyte_WT	Serine/threonine-protein kinase hippo OS=Drosophila melanogaster GN=hpo PE=1 SV=1	cell death;cell proliferation;cellular component movement;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytosol;membrane	catalytic activity;enzyme regulator activity;nucleotide binding;protein binding;receptor activity;signal transducer activity	Pf00069, Pf07714, Pf11629, Pf14531	37247	FBgn0261456	hpo	2R	Apoptosis - fly; Hippo signaling pathway - fly; Hippo signaling pathway -multiple species
Q8T0U6	-0.135192394223397	-1.97295938416996	-1.30375781509428	0.0959557890945769	0.199311266287128	0.160617950874471	0.229236069589127	NO	Egg_WT - Oocyte_WT	Serine/threonine-protein phosphatase OS=Drosophila melanogaster GN=flw PE=1 SV=1	cell organization and biogenesis;metabolic process;regulation of biological process;transport		catalytic activity;metal ion binding	Pf00149	44289	FBgn0000711	flw	X	
Q8T0V2	0.0641406741490407	0.702251030075655	0.604302802011802	0.508835372508203	0.548844424450834	0.364952612239343	0.402381002559087	NO	Egg_WT - Oocyte_WT	GH02495p OS=Drosophila melanogaster GN=MESK2 PE=1 SV=1	regulation of biological process	cytoplasm		Pf00561, Pf03096, Pf12697	37451	FBgn0043070	MESK2	2R	
Q8T3L6	0.0532896453888778	0.602394814579107	0.503697060008993	0.568962502585735	0.617066788865864	0.389218620226307	0.430813915310862	NO	Egg_WT - Oocyte_WT	Probable malonyl-CoA-acyl carrier protein transacylase, mitochondrial OS=Drosophila melanogaster GN=beg PE=2 SV=2	metabolic process	mitochondrion	catalytic activity	Pf00698	39910	FBgn0036691	beg	3L	Fatty acid metabolism; Metabolic pathways; Fatty acid biosynthesis
Q8T3V6	0.0467442130201956	0.359762674817811	0.418640247016567	0.731348367469279	0.67758029409322	0.448685627457071	0.452504271846121	NO	Egg_WT - Oocyte_WT	AT29239p OS=Drosophila melanogaster GN=mRpL47 PE=1 SV=1	cell organization and biogenesis;metabolic process	ribosome	structural molecule activity	Pf06984	41141	FBgn0014023	mRpL47; Rlc1	3R	
Q8T3X9	0.398811267220279	3.20941589128113	3.60114429514854	0.0183805517294304	0.000820831914638164	0.0821474022147352	0.00570062936568992	YES	Egg_WT - Oocyte_WT	Iron-sulfur cluster assembly 1 homolog, mitochondrial OS=Drosophila melanogaster GN=l(1)G0136 PE=1 SV=1	metabolic process;response to stimulus	mitochondrion	metal ion binding;structural molecule activity	Pf01521	32513	FBgn0026666	l(1)G0136; MagR	X	
Q8T4A9	0.0282131789562037	0.194967604171481	0.247081604698428	0.85185274381529	0.806030866963107	0.488273310091132	0.49648033884902	NO	Egg_WT - Oocyte_WT	AT07738p OS=Drosophila melanogaster GN=Rrp45 PE=1 SV=1	metabolic process		RNA binding	Pf01138, Pf03725	32665	FBgn0030789	Rrp45	X	RNA degradation
Q8T4C4	-0.497140435750644	-6.5658729812559	-4.76206428248749	0.000598071114951769	2.23236544273039e-05	0.0154106153336959	0.000311066757338863	YES	Egg_WT - Oocyte_WT	ATP synthase subunit beta OS=Drosophila melanogaster GN=ATPsynbetaL PE=1 SV=1	cell differentiation;metabolic process;regulation of biological process;transport		catalytic activity;nucleotide binding;transporter activity	Pf00006, Pf00306, Pf02874	39761	FBgn0036568	CG5389; ms(3)72Dt; ATPsynbetaL	3L	Oxidative phosphorylation; Metabolic pathways
Q8T4C9	0.412252407430856	2.94722275045776	3.63744225016614	0.0257054420849802	0.000737497141744435	0.0959887095608048	0.00525621851284831	YES	Egg_WT - Oocyte_WT	AT03632p OS=Drosophila melanogaster GN=CG6310 PE=1 SV=1				Pf10604	39237	FBgn0036121	CG6310	3L	
Q8T4E1	0.00869225537706519	0.061681665986383	0.0765719757932301	0.952819709343588	0.93932221533829	0.514533202800893	0.53246184089478	NO	Egg_WT - Oocyte_WT	Putative GPI-anchor transamidase OS=Drosophila melanogaster GN=CG4406 PE=2 SV=1	metabolic process		catalytic activity	Pf01650	31163	FBgn0023545	CG4406	X	Metabolic pathways; Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
Q8T4F7	0.28284448857891	1.89541633474126	2.4594937890183	0.106846710341934	0.0180475199618342	0.167887201229664	0.0541414378965669	NO	Egg_WT - Oocyte_WT	Protein enabled OS=Drosophila melanogaster GN=ena PE=1 SV=4	cell organization and biogenesis;cellular component movement;regulation of biological process;transport	cytoplasm;cytoskeleton;cytosol	protein binding	Pf00568, Pf08776	37201	FBgn0000578	ena	2R	
Q8T4G5	0.13095972965974	1.6060786671778	1.24709972295133	0.159379797427656	0.219167580496049	0.202587333829618	0.241941102479687	NO	Egg_WT - Oocyte_WT	CG6512-PA, isoform A OS=Drosophila melanogaster GN=CG6512 PE=1 SV=1	cell communication;metabolic process;response to stimulus	membrane;mitochondrion	catalytic activity;metal ion binding;nucleotide binding	Pf00004, Pf01434, Pf05496, Pf06068, Pf06480, Pf07724, Pf07728, Pf13401	39922	FBgn0036702	CG6512	3L	
Q8T626	1.04442367089469	8.71503407593588	9.4897632827168	0.000126161760919348	4.49305516427265e-12	0.00629567317947218	3.15059780642562e-10	YES	Egg_WT - Oocyte_WT	Protein disks lost OS=Drosophila melanogaster GN=dlt PE=1 SV=2	cell communication;regulation of biological process;response to stimulus	cytoplasm		Pf15296	46719	FBgn0024510	dlt	3L	
Q8T6B9	0.133918309365894	1.4478879850153	1.26004271432244	0.197807914342553	0.214506621216373	0.222574200763531	0.239859735792696	NO	Egg_WT - Oocyte_WT	Poly(U)-binding-splicing factor half pint OS=Drosophila melanogaster GN=pUf68 PE=1 SV=2	cell differentiation;cell division;cell organization and biogenesis;development;metabolic process;regulation of biological process	nucleus;spliceosomal complex	protein binding;RNA binding	Pf00076, Pf13893, Pf14259	38173	FBgn0028577	pUf68; hfp	3L	Spliceosome
Q8T8R1	0.0756728783086462	0.472521634752267	0.646500799946923	0.653251933179591	0.521419911834185	0.420926297288789	0.391286046423592	NO	Egg_WT - Oocyte_WT	CCHC-type zinc finger protein CG3800 OS=Drosophila melanogaster GN=CG3800 PE=1 SV=1			metal ion binding		37646	FBgn0034802	CG3800	2R	
Q8T8W3	0.00844686043654086	0.0992544069290328	0.0801345318903774	0.924169385494537	0.93650518699611	0.506234138972916	0.531867260357166	NO	Egg_WT - Oocyte_WT	AT21416p OS=Drosophila melanogaster GN=Past1 PE=1 SV=1	cell differentiation;cell organization and biogenesis;transport		metal ion binding;nucleotide binding;protein binding	Pf00350, Pf01926, Pf12763	41569	FBgn0016693	Past1	3R	
Q8T9B6	0.0900204472121153	1.00927908121674	0.850186276437698	0.351795768490201	0.399970317443607	0.298474803810695	0.337778598587973	NO	Egg_WT - Oocyte_WT	LDLR chaperone boca OS=Drosophila melanogaster GN=boca PE=1 SV=2	cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;endoplasmic reticulum;organelle lumen	protein binding	Pf10185	48986	FBgn0004132	boca	2R	
Q8T9L5	0.134853418043689	0.986049710565618	1.1955170751773	0.362186965079001	0.238491627319822	0.303101815908339	0.251900692605853	NO	Egg_WT - Oocyte_WT	GM01569p OS=Drosophila melanogaster GN=Lkb1 PE=1 SV=1	cell division;cell organization and biogenesis;metabolic process;regulation of biological process	cytoplasm;nucleus	catalytic activity;enzyme regulator activity;nucleotide binding;receptor activity;signal transducer activity	Pf00069, Pf07714	41673	FBgn0038167	lkb1	3R	mTOR signaling pathway; FoxO signaling pathway
Q8WTC1	0.244212906605169	1.88501157712187	2.18836980586537	0.108399228346072	0.0341699014101129	0.168324434032621	0.0826222358671137	NO	Egg_WT - Oocyte_WT	28S ribosomal protein S15, mitochondrial OS=Drosophila melanogaster GN=bonsai PE=2 SV=2	cell organization and biogenesis;metabolic process;regulation of biological process	mitochondrion;ribosome	structural molecule activity	Pf00312	37587	FBgn0026261	bonsai	2R	Ribosome
Q94514	0.126237308065051	1.32437438956037	1.18386424889286	0.233589449874628	0.243024609395295	0.240227013312367	0.254629318276479	NO	Egg_WT - Oocyte_WT	Cytochrome c oxidase subunit 5A, mitochondrial OS=Drosophila melanogaster GN=COX5A PE=2 SV=2	metabolic process;regulation of biological process;transport	membrane;mitochondrion	catalytic activity;metal ion binding;transporter activity	Pf02284	41432	FBgn0019624	CoVa; COX5A	3R	Oxidative phosphorylation; Metabolic pathways
Q94516	-0.0510302095970285	-0.542554839182153	-0.479275529513477	0.606985030531127	0.634191618432631	0.404361460918358	0.43709085331475	NO	Egg_WT - Oocyte_WT	ATP synthase subunit b, mitochondrial OS=Drosophila melanogaster GN=ATPsynB PE=2 SV=2	metabolic process;transport	membrane;mitochondrion	catalytic activity;transporter activity	Pf05405	39143	FBgn0019644	ATPsyn-b; ATPsynB	3L	Oxidative phosphorylation; Metabolic pathways
Q94517	0.266628046734787	2.53253964105167	2.47010208199178	0.0445268158626449	0.0175874601878182	0.117910902157647	0.0533912083496305	NO	Egg_WT - Oocyte_WT	Histone deacetylase Rpd3 OS=Drosophila melanogaster GN=Rpd3 PE=1 SV=2	cell organization and biogenesis;cellular component movement;development;metabolic process;regulation of biological process	chromosome;cytoplasm;nucleus	catalytic activity;protein binding	Pf00850	38565	FBgn0015805	Rpd3; HDAC1	3L	Longevity regulating pathway - multiple species; Notch signaling pathway
Q94523	0.0783725751838045	0.821610943422255	0.734923588680469	0.442714008007928	0.466408954683041	0.33809270746411	0.367695442706714	NO	Egg_WT - Oocyte_WT	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Drosophila melanogaster GN=SdhA PE=2 SV=3	metabolic process;transport	membrane;mitochondrion	catalytic activity;nucleotide binding	Pf00890, Pf02910	37228	FBgn0261439	SdhA	2R	Citrate cycle (TCA cycle); Metabolic pathways; Oxidative phosphorylation; Carbon metabolism
Q94524	0.223071731429526	1.1846549243108	1.81646860823673	0.280947704950488	0.0763325925304152	0.266899403380399	0.131718632162417	NO	Egg_WT - Oocyte_WT	Dynein light chain Tctex-type OS=Drosophila melanogaster GN=Dlc90F PE=1 SV=1	cellular component movement;transport	cytoplasm;cytoskeleton	catalytic activity;motor activity;protein binding	Pf03645	42199	FBgn0024432	Dlc90F	3R	
Q94533	0.219265841925436	2.34072836247521	2.06025914680019	0.0577863481634036	0.0455095424381564	0.131381658491308	0.0974871262923157	NO	Egg_WT - Oocyte_WT	Ribosomal protein S6 kinase OS=Drosophila melanogaster GN=S6k PE=1 SV=2	cell organization and biogenesis;cellular component movement;metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;cytosol;nucleus	catalytic activity;nucleotide binding;protein binding	Pf00069, Pf00433, Pf07714, Pf14531	38654	FBgn0015806	S6k	3L	mTOR signaling pathway; TGF-beta signaling pathway; Longevity regulating pathway - multiple species
Q94545	0.39722159373885	5.8634150663444	3.83335069055905	0.00108803012881152	0.000410747419631142	0.0222402992420919	0.0034473707236681	YES	Egg_WT - Oocyte_WT	Set1/Ash2 histone methyltransferase complex subunit ASH2 OS=Drosophila melanogaster GN=ash2 PE=1 SV=2	cell organization and biogenesis;development;metabolic process;regulation of biological process;response to stimulus	chromosome;nucleus	catalytic activity;DNA binding;metal ion binding;protein binding	Pf00622, Pf00628	42936	FBgn0000139	ash2	3R	
Q94546	0.446848927329839	5.8536260595979	4.27771836025311	0.00109755345163094	0.000104497217806325	0.0222402992420919	0.00114723515525676	YES	Egg_WT - Oocyte_WT	Another transcription unit protein OS=Drosophila melanogaster GN=Atu PE=1 SV=2	cell organization and biogenesis;metabolic process;regulation of biological process	nucleus	protein binding	Pf04004	40684	FBgn0019637	Atu	3R	
Q94547	-0.0144228708377749	-0.130552841679635	-0.132721549606846	0.900396224813794	0.895037956969702	0.500805186530689	0.521889379561283	NO	Egg_WT - Oocyte_WT	Regulator of gene activity OS=Drosophila melanogaster GN=Rga PE=1 SV=2	cell communication;metabolic process;regulation of biological process;response to stimulus	cytoplasm;nucleus	catalytic activity;protein binding	Pf04153	40683	FBgn0017550	Rga	3R	RNA degradation
Q94883	0.373114829677998	3.37541924523805	3.43317508839317	0.0149420712536966	0.00133899750308523	0.0764705051751406	0.00824551851372641	NO	Egg_WT - Oocyte_WT	DNA replication-related element factor, isoform A OS=Drosophila melanogaster GN=Dref PE=1 SV=2	cell division;cell organization and biogenesis;metabolic process;regulation of biological process	chromosome;mitochondrion;nucleus	DNA binding;metal ion binding	Pf02892	34328	FBgn0015664	Dref	2L	
Q94901	-0.0523111691495011	-0.464233616728887	-0.479969083559075	0.658846809842442	0.63370241642045	0.422772673020109	0.436986725541034	NO	Egg_WT - Oocyte_WT	RNA-binding protein lark OS=Drosophila melanogaster GN=lark PE=1 SV=1	cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;cytosol;nucleus;spliceosomal complex	metal ion binding;RNA binding	Pf00076, Pf00098, Pf13893, Pf14259	38811	FBgn0011640	lark	3L	
Q94913	-0.359231367162865	-4.00685693417004	-3.3909580965323	0.00706361587792746	0.00151177781984783	0.0587361564323708	0.0089788309158754	NO	Egg_WT - Oocyte_WT	Rhythmically expressed gene 5 protein OS=Drosophila melanogaster GN=Reg-5 PE=2 SV=2					37968	FBgn0015801	Reg-5	2R	
Q94920	0.19383352978449	1.09766184275158	1.61082813094055	0.314438250278211	0.114596069385848	0.281435706623201	0.167860584160764	NO	Egg_WT - Oocyte_WT	Voltage-dependent anion-selective channel OS=Drosophila melanogaster GN=porin PE=1 SV=3	cell organization and biogenesis;regulation of biological process;response to stimulus;transport	membrane;mitochondrion	transporter activity	Pf01459	34500	FBgn0004363	porin	2L	
